Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,ID,lon,lat
Eagle Slope,Eagle Slope,Gardens,GreenThumb garden,"586 Westchester Avenue Bronx, NY",,,,,,,,,,1403,-73.9114,40.815737
El Batey Borincano,El Batey Borincano,Gardens,GreenThumb garden,"811-815 Eagle Avenue Bronx, NY",,,,,,,,,,1404,-73.909298,40.8207
El Batey de Dona Provi,El Batey de Dona Provi,Gardens,GreenThumb garden,"504 East 178th Street Bronx, NY",,,,,,,,,,1405,-73.896187,40.847831
El Coqui Community Garden,El Coqui Community Garden,Gardens,GreenThumb garden,"924 Melrose Avenue Bronx, NY",,,,,,,,,,1406,-73.91298,40.825249
El Flamboyan,El Flamboyan,Gardens,GreenThumb garden,"586 Tinton Avenue Bronx, NY",,,,,,,,,,1407,-73.905667,40.813588
Eternal Life Community Garden,Eternal Life Community Garden,Gardens,GreenThumb garden,"1810 University Avenue Bronx, NY",,,,,,,,,,1408,-73.914795,40.850786
Family and Friends Community Garden,Family and Friends Community Garden,Gardens,GreenThumb garden,"809 Courtlandt Avenue Bronx, NY",,,,,,,,,,1409,-73.916719,40.823053
Family Group Garden,Family Group Garden,Gardens,GreenThumb garden,"418 East 158th Street Bronx, NY",,,,,,,,,,1410,-73.914097,40.821891
Farm in the Bronx,Farm in the Bronx,Gardens,GreenThumb garden,"2179 Washington Avenue Bronx, NY",,,,,,,,,,1411,-73.894636,40.853791
Franklin Memorial Garden,Franklin Memorial Garden,Gardens,GreenThumb garden,"1058 Cauldwell Ave Bronx, NY",,,,,,,,,,1412,-73.905306,40.826277
Freeman Garden,Freeman Garden,Gardens,GreenThumb garden,"1225 Hoe Avenue Bronx, NY 10459 Bronx, NY",,,,,,,,,,1413,-73.891075,40.829627
Friends of Brook Park Community Garden,Friends of Brook Park Community Garden,Gardens,GreenThumb garden,"494 East 141st Street Bronx, NY",,,,,,,,,,1414,-73.918622,40.80958
Garden of Eden,Garden of Eden,Gardens,GreenThumb garden,"1664 Weeks Avenue Bronx, NY",,,,,,,,,,1415,-73.907461,40.843518
Garden of Happiness,Garden of Happiness,Gardens,GreenThumb garden,"2156-2160 Prospect Avenue Bronx, NY",,,,,,,,,,1416,-73.885037,40.848486
Garden of Life,Garden of Life,Gardens,GreenThumb garden,"1685 Weeks Avenue Bronx, NY",,,,,,,,,,1417,-73.908057,40.843813
Garden Of Youth,Garden Of Youth,Gardens,GreenThumb garden,"2175 Prospect Avenue Bronx, NY",,,,,,,,,,1418,-73.885317,40.849137
Genesis Community Garden,Genesis Community Garden,Gardens,GreenThumb garden,"1183 Franklin Avenue Bronx, NY",,,,,,,,,,1419,-73.904598,40.829547
Green Patch on Walton,Green Patch on Walton,Gardens,GreenThumb garden,"110 East 176th Street Bronx, NY",https://www.facebook.com/greenpatchwalton/?ref=page_internal,,,,,,,,,1420,-73.909333,40.847867
Grove Hill Community Garden,Grove Hill Community Garden,Gardens,GreenThumb garden,"797 Eagle Ave. (E. 158 St.) Bronx, NY",,,,,,,,,,1421,-73.909419,40.820338
Harding Park Community Garden,Harding Park Community Garden,Gardens,GreenThumb garden,"905 Harding Park Bronx, NY",,,,,,,,,,1422,-73.85757,40.807511
Havemeyer Garden Association,Havemeyer Garden Association,Gardens,GreenThumb garden,"512 Havemeyer Avenue Bronx, NY",,,,,,,,,,1423,-73.844285,40.817569
"HEALTH for Youth, Skyline Playground Community Garden","HEALTH for Youth, Skyline Playground Community Garden",Gardens,GreenThumb garden,"40-66 Prospect Avenue, Staten Island, NY",,,,,,,,,,1424,-74.089393,40.640049
Hill Street Community Garden,Hill Street Community Garden,Gardens,"GreenThumb garden - The garden is located in the Kirkendall North neighbourhood (population 2,740), between Dundurn & Locke, Hill & Melbourne Streets. The site is a 3,000m2 triangular piece of City-owned, vacant land south of Hill Street Park. The site is ideal for gardening, enjoying full sun with a variety of young trees and a decorative fence along its northern street side.","50 Hill Street, Staten Island, NY",https://hillstreetgarden.org/,,,,,,,,,1425,-74.079875,40.621048
Hispanos Unidos Garden,Hispanos Unidos Garden,Gardens,GreenThumb garden,"2035 Honeywell Avenue Bronx, NY",,,,,,,,,,1426,-73.883615,40.843889
Hornaday Community Garden,Hornaday Community Garden,Gardens,GreenThumb garden,"851 Hornaday Place Bronx, NY",https://www.facebook.com/hornadaygarden/,,,,,,,,,1427,-73.882484,40.847107
Isla Verde Garden,Isla Verde Garden,Gardens,GreenThumb garden,"625 Wales Avenue Bronx, NY",,,,,,,,,,1428,-73.906821,40.814925
Jackson Forest Garden,Jackson Forest Garden,Gardens,GreenThumb garden,"722 Home Street Bronx, NY",,,,,,,,,,1429,-73.902711,40.828137
Jardin de la Familia,Jardin de la Familia,Gardens,GreenThumb garden,"1507 Washington Avenue Bronx, NY",,,,,,,,,,1430,-73.903524,40.837904
Jardin de las Rosas,Jardin de las Rosas,Gardens,GreenThumb garden,"15 Buchanan Place Bronx, NY",,,,,,,,,,1431,-73.90482,40.858069
Jardin la Roca,Jardin la Roca,Gardens,GreenThumb garden,"438 East 160th St. Bronx, NY",,,,,,,,,,1432,-73.912863,40.823001
Joe Holzka Community Garden,Joe Holzka Community Garden,Gardens,GreenThumb garden,"1170 Castleton Avenue, Staten Island, NY",,,,,,,,,,1433,-74.121425,40.634044
Krystal Community Garden,Krystal Community Garden,Gardens,GreenThumb garden,"2093 Vyse Avenue Bronx, NY",,,,,,,,,,1434,-73.880898,40.843801
La Finca Del Sur,La Finca Del Sur,Gardens,GreenThumb garden,"175 East 138th Street Bronx, NY","Facebook: https://www.facebook.com/lafincadelsur/
Instagram: https://www.instagram.com/lafincadelsur/?hl=en",,,,,,,,,1435,-73.929587,40.812858
La Isla USA Garden,La Isla USA Garden,Gardens,GreenThumb garden,"836 Elton Avenue Bronx, NY",,,,,,,,,,1436,-73.912639,40.822738
La Isla Youth Community Garden,La Isla Youth Community Garden,Gardens,GreenThumb garden,"96-98 W. 163rd Street Bronx, NY",,,,,,,,,,1437,-73.929263,40.831886
Las Casitas Community Garden,Las Casitas Community Garden,Gardens,GreenThumb garden,"1130 Woodycrest Avenue Bronx, NY",,,,,,,,,,1438,-73.925497,40.835471
Latinos Unidos Garden,Latinos Unidos Garden,Gardens,GreenThumb garden,"427 East 157th Street Bronx, NY",,,,,,,,,,1439,-73.914099,40.821574
Leave It Better Kids' Garden,Leave It Better Kids' Garden,Gardens,GreenThumb garden,"1974 Grand Avenue Bronx, NY",,,,,,,,,,1440,-73.910423,40.852348
Melrose New Generation Community Garden,Melrose New Generation Community Garden,Gardens,GreenThumb garden,"377 East 160th Street Bronx, NY",,,,,,,,,,1441,-73.914994,40.823979
Miracle Garden - Bronx,Miracle Garden - Bronx,Gardens,GreenThumb garden,"851 Fairmont Place Bronx, NY",,,,,,,,,,1442,-73.887823,40.842112
Model T Community Garden,Model T Community Garden,Gardens,GreenThumb garden,"1312 Bristow Street Bronx, NY",,,,,,,,,,1443,-73.894763,40.83101
Morning Glory Community Garden,Morning Glory Community Garden,Gardens,"Morning Glory Community Garden is a GreenThumb licensed community garden located in the Crotona Park East neighborhood of the South Bronx. We are a volunteer--led organization founded in 2014 as part of the Gardens for Healthy Communities Program within the Mayor's Obesity Task Force Initiative.

Our mission is to sustainably meet the food needs of our community through urban agriculture. Morning Glory seeks to establish itself as an integral part of the urban food shed through our food distribution and education efforts. As an organization, we recognize the integral role community gardens play in community life and the urban infrastructure. We are committed to supporting grassroots efforts to secure permanent spaces for all community gardens in the Bronx. ","1221 Hoe Avenue Bronx, NY",https://www.morningglorybx.com/,,,,,,,,,1444,-73.891063,40.829388
Mosaic Center/Success Garden,Mosaic Center/Success Garden,Gardens,GreenThumb garden,"1315 Odgen Avenue Bronx, NY",,,,,,,,,,1445,-73.925419,40.840456
New Beginnings Community Garden,New Beginnings Community Garden,Gardens,GreenThumb garden,"2502 Davidson Avenue Bronx, NY",,,,,,,,,,1446,-73.90085,40.864203
New Hoe Avenue Garden,New Hoe Avenue Garden,Gardens,GreenThumb garden,"958 Hoe Avenue Bronx, NY",,,,,,,,,,1447,-73.890144,40.822628
New Roots Bronx Community Farm,New Roots Bronx Community Farm,Gardens,GreenThumb garden,"670 Grand Concourse Bronx, NY",https://www.instagram.com/newrootsbronx/?hl=en,,,,,,,,,1448,-73.925004,40.821155
Padre Plaza Success Community Garden,Padre Plaza Success Community Garden,Gardens,GreenThumb garden,"545 East 139th Street Bronx, NY",https://www.facebook.com/groups/277646722581701,,,,,,,,,1449,-73.917364,40.807842
Perry's Garden (Concerned Tenants of Daly Avenue),Perry's Garden (Concerned Tenants of Daly Avenue),Gardens,GreenThumb garden,"2139 Daly Avenue Bronx, NY",,,,,,,,,,1450,-73.88106,40.845979
Rainbow Block Association Garden,Rainbow Block Association Garden,Gardens,GreenThumb garden,"379 East 159th Street Bronx, NY",,,,,,,,,,1451,-73.915111,40.823306
Rainbow Garden of Life and Health,Rainbow Garden of Life and Health,Gardens,GreenThumb garden,"757 Melrose Avenue Bronx, NY","Facebook: https://www.facebook.com/rainbowgardenbx/
Instagram: https://www.instagram.com/rainbowgardenbx/?hl=en",,,,,,,,,1452,-73.915579,40.821548
Randall Community Garden,Randall Community Garden,Gardens,GreenThumb garden,"1834 Randall Avenue Bronx, NY",,,,,,,,,,1453,-73.861383,40.817228
Risse Street Community Garden,Risse Street Community Garden,Gardens,GreenThumb garden,"10 Risse Street Garden Bronx, NY",,,,,,,,,,1454,-73.885545,40.878311
River Garden,River Garden,Gardens,GreenThumb garden,"1086 East 180th Street Bronx, NY",,,,,,,,,,1455,-73.876793,40.841474
Rivers Run Community Garden,Rivers Run Community Garden,Gardens,GreenThumb garden,"801 Co-op City Blvd Bronx, NY",https://www.facebook.com/RiversRun/,,,,,,,,,1456,-73.829133,40.879521
Roots of Peace Community Garden,Roots of Peace Community Garden,Gardens,GreenThumb garden,"390 Targee Street, Staten Island, NY",https://www.facebook.com/people/Roots-of-Peace-Community-Garden/100063479862811/,,,,,,,,,1457,-74.0852,40.617638
Schomburg Arts Garden,Schomburg Arts Garden,Gardens,GreenThumb garden,"1009 Rev JAmes A Polite Ave Bronx, NY",,,,,,,,,,1458,-73.899049,40.823426
St. Ann's Block Garden Association,St. Ann's Block Garden Association,Gardens,GreenThumb garden,"666-68 St. Ann's Avenue Bronx, NY",,,,,,,,,,1459,-73.911238,40.817126
Sweetgum Community Garden,Sweetgum Community Garden,Gardens,GreenThumb garden,"995 Summit Avenue Bronx, NY",,,,,,,,,,1460,-73.930513,40.833111
Synergi Urban Garden,Synergi Urban Garden,Gardens,GreenThumb garden,"1211 Hoe Avenue Bronx, NY",https://www.facebook.com/holisticsynergi/,,,,,,,,,1461,-73.890306,40.831554
Taqwa Community Farm,Taqwa Community Farm,Gardens,"GreenThumb garden - When Abu Talib helped start the Taqwa Community Farm in 1992 on 164th St. and Nelson Ave, in the Highbridge section of the Bronx, people thought he was crazy. It was a dumping ground for old appliances, tires and abandoned cars. It was a warzone when Abu, his son Bobby Watson and a handful of community members took on the challenge. Today Taqwa yields about 10,000 pounds of food annually and a colony of bees and a dozen chickens call the farm home. “Just get a few chickens and you can feed yourself,” says Abu. After two decades of hard work, fruiting pear, apple and cherry trees are found with collard greens, lettuce, onions and bushes of strawberries, blueberries and raspberries. To look at Taqwa Community Farm today, you couldn’t imagine what it was 20 years ago.","90 W 164th Street Bronx, NY",https://www.instagram.com/taqwacommunityfarm/?hl=en,,,,,,,,,1462,-73.929093,40.832657
Townsend Garden,Townsend Garden,Gardens,GreenThumb garden,"1735 Walton Avenue Bronx, NY",,,,,,,,,,1463,-73.910997,40.846903
United We Stand Garden (Sunflower / Girasol),United We Stand Garden (Sunflower / Girasol),Gardens,GreenThumb garden,"627 East 137th Street Bronx, NY",,,,,,,,,,1464,-73.915679,40.80543
Vogue Community Garden,Vogue Community Garden,Gardens,GreenThumb garden,"431 E. 156th Street Bronx, NY",,,,,,,,,,1465,-73.923961,40.823303
Wanaqua Garden,Wanaqua Garden,Gardens,GreenThumb garden,"460-464 E. 136th Street Bronx, NY",,,,,,,,,,1466,-73.921897,40.806737
Waterfront Community Garden,Waterfront Community Garden,Gardens,GreenThumb garden,"2008 Gildersleeve Avenue Bronx, NY",,,,,,,,,,1467,-73.850494,40.809734
West Brighton Community Garden,West Brighton Community Garden,Gardens,GreenThumb garden,"899 Henderson Avenue, Staten Island, NY",,,,,,,,,,1468,-74.119362,40.637149
Wishing Well Garden,Wishing Well Garden,Gardens,GreenThumb garden,"886 Reverend James A. Polite Avenue Bronx, NY",,,,,,,,,,1469,-73.898929,40.820035
Woodycrest Community Garden,Woodycrest Community Garden,Gardens,GreenThumb garden - Community garden serving the Bronx community of Highbridge since 1983.,"949 Woodycrest Avenue Bronx, NY","Facebook: https://www.facebook.com/WoodycrestCommunityGarden/
Instagram: https://www.instagram.com/woodycrestcommunitygardenbx/?hl=en",,,,,,,,,1470,-73.929039,40.831304
11 Street Community Garden,11 Street Community Garden,Gardens,Manhattan Land Trust member garden,"422 E 11th St. Downtown Manhattan, New York, NY, 10009
",https://11thstreetgarden.org/,,,,,,,,,1471,-73.982865,40.728558
Albert’s Garden,Albert’s Garden,Gardens,Manhattan Land Trust member garden,"18 E 2nd St. Downtown Manhattan, New York, NY, 10003",http://albertsgarden.org/,,,,,,,,,1472,-73.989927,40.724665
All People’s Garden,All People’s Garden,Gardens,Manhattan Land Trust member garden,"295 E 3rd St. Downtown Manhattan, New York, NY, 10009",,,,,,,,,,1473,-73.979532,40.721427
Carver Community Garden,Carver Community Garden,Gardens,Manhattan Land Trust member garden,"242 E 124th St. Uptown Manhattan, New York, NY",,,,,,,,,,1474,-73.934702,40.802085
Clayton Williams Community Garden,Clayton Williams Community Garden,Gardens,Manhattan Land Trust member garden,"2351 Frederick Douglass Blvd / 303 W. 126th St. (Corner lot) Uptown Manhattan, New York, NY",,,,,,,,,,1475,-73.950867,40.811133
